epoch,SMA (km),eccentricity,inclination (deg),arg of perigee (deg),mean anomaly (deg),maneuvered
2020-01-01T04:30:19.085760Z,7180.8022151005125,8.83e-05,98.6311,88.0443,272.0839,
2020-01-01T11:14:15.999072Z,7180.802225166575,8.84e-05,98.6311,88.4851,271.643,
2020-01-01T19:39:12.139200Z,7180.802241943348,8.77e-05,98.631,88.391,271.7371,
2020-01-01T21:20:11.367744Z,7180.802255364765,8.75e-05,98.631,88.4149,271.7132,
2020-01-02T04:04:08.279328Z,7180.802178191615,8.69e-05,98.631,88.6427,271.4853,
2020-01-02T09:07:05.963232Z,7180.802188257679,8.7e-05,98.631,89.023,271.105,
2020-01-02T19:13:01.331904Z,7180.80222852193,8.63e-05,98.6309,89.0817,271.0462,
2020-01-02T20:54:00.559584Z,7180.802218455868,8.63e-05,98.6309,89.1835,270.9444,
2020-01-03T03:37:57.471168Z,7180.8020875970515,8.59e-05,98.6309,89.4662,270.6617,
2020-01-03T12:02:53.612160Z,7180.80206410957,8.58e-05,98.6309,89.7771,270.3507,
2020-01-03T18:46:50.523744Z,7180.80199029178,8.57e-05,98.6309,89.754,270.3738,
2020-01-03T20:27:49.751424Z,7180.801976870363,8.56e-05,98.6308,89.8348,270.2931,
2020-01-04T03:11:46.663008Z,7180.801842656205,8.53e-05,98.6308,90.1008,270.0271,
2020-01-04T11:36:42.803136Z,7180.801752061651,8.54e-05,98.6308,90.4106,269.7173,
2020-01-04T18:20:39.714720Z,7180.801688309928,8.51e-05,98.6308,90.351,269.7768,
2020-01-04T21:42:38.170080Z,7180.80167153316,8.5e-05,98.6307,90.5225,269.6053,
2020-01-05T04:26:35.079936Z,7180.801564161843,8.46e-05,98.6307,90.8034,269.3243,
2020-01-05T11:10:31.989792Z,7180.801537319015,8.46e-05,98.6307,91.148,268.9797,
2020-01-05T19:35:28.128192Z,7180.801544029721,8.41e-05,98.6306,91.2926,268.8351,
2020-01-06T04:00:24.264000Z,7180.801440013764,8.34e-05,98.6306,91.7095,268.4181,
2020-01-06T10:44:21.173856Z,7180.801413170936,8.35e-05,98.6306,92.1297,267.9979,
2020-01-06T19:09:17.311392Z,7180.801393038816,8.33e-05,98.6305,92.2925,267.835,
2020-01-06T20:50:16.539072Z,7180.801399749522,8.33e-05,98.6305,92.3706,267.757,
2020-01-07T03:34:13.448064Z,7180.801299088921,8.31e-05,98.6304,92.7978,267.3297,
2020-01-07T11:59:09.586464Z,7180.8012454032705,8.34e-05,98.6304,93.2315,266.8961,
2020-01-07T18:43:06.496320Z,7180.801195072973,8.33e-05,98.6303,93.3005,266.8271,
2020-01-07T22:05:04.949952Z,7180.801144742676,8.36e-05,98.6303,93.79,266.3376,
2020-01-08T03:08:02.632128Z,7180.801044082084,8.36e-05,98.6302,94.0412,266.0863,
2020-01-08T11:32:58.768800Z,7180.800956842909,8.38e-05,98.6302,94.4315,265.6961,
2020-01-08T19:57:54.903744Z,7180.800893091205,8.34e-05,98.6301,94.4608,265.6667,
2020-01-08T21:38:54.130560Z,7180.800886380499,8.32e-05,98.6301,94.5498,265.5778,
2020-01-09T04:22:51.036096Z,7180.800688414691,8.26e-05,98.63,94.7982,265.3293,
2020-01-09T06:03:50.262048Z,7180.800664927223,8.26e-05,98.63,94.8118,265.3157,
2020-01-10T03:56:40.205472Z,7180.80043676326,8.16e-05,98.6299,95.6872,264.4402,
2020-01-10T10:40:37.111008Z,7180.800423341851,8.18e-05,98.6298,96.0176,264.1098,
2020-01-10T19:05:33.241632Z,7180.800349524101,8.17e-05,98.6298,96.1145,264.0128,
2020-01-10T20:46:32.467584Z,7180.80035959016,8.17e-05,98.6297,96.1766,263.9508,
2020-01-11T03:30:29.372256Z,7180.8002354421305,8.15e-05,98.6297,96.4307,263.6966,
2020-01-11T10:14:26.277792Z,7180.800205243963,8.17e-05,98.6297,96.738,263.3893,
2020-01-11T18:39:22.408416Z,7180.800131426219,8.17e-05,98.6296,96.7824,263.345,
2020-01-12T03:04:18.536448Z,7180.799983790739,8.17e-05,98.6295,97.2143,262.913,
2020-01-12T11:29:14.665344Z,7180.799889840892,8.19e-05,98.6295,97.5242,262.6032,
2020-01-12T19:54:10.792512Z,7180.799782469641,8.18e-05,98.6294,97.6377,262.4897,
2020-01-13T04:19:06.916224Z,7180.799601280666,8.13e-05,98.6293,98.1372,261.99,
2020-01-13T11:03:03.816576Z,7180.799554305749,8.16e-05,98.6293,98.472,261.6553,
2020-01-13T19:27:59.940288Z,7180.799450289862,8.14e-05,98.6292,98.6748,261.4525,
2020-01-13T21:08:59.165376Z,7180.799446934511,8.15e-05,98.6292,98.7917,261.3355,
2020-01-14T03:52:56.063136Z,7180.799322786523,8.12e-05,98.6292,99.223,260.9042,
2020-01-14T10:36:52.961760Z,7180.799295943716,8.15e-05,98.6292,99.7109,260.4163,
2020-01-14T20:42:48.309696Z,7180.799235547399,8.16e-05,98.6291,99.9761,260.1512,
2020-01-15T03:26:45.208320Z,7180.799171795733,8.16e-05,98.6291,100.3369,259.7904,
2020-01-15T11:51:41.332896Z,7180.799181861785,8.21e-05,98.629,100.7363,259.391,
2020-01-15T13:32:40.557984Z,7180.799165085032,8.21e-05,98.629,100.8294,259.2979,
2020-01-15T18:35:38.232384Z,7180.7991751510845,8.22e-05,98.629,100.8075,259.3198,
2020-01-16T03:00:34.356096Z,7180.799151663628,8.19e-05,98.6289,100.9759,259.1514,
2020-01-16T04:41:33.580320Z,7180.799128176172,8.19e-05,98.6289,101.0318,259.0955,
2020-01-16T09:44:31.254720Z,7180.799141597576,8.22e-05,98.6289,101.2723,258.855,
2020-01-16T13:06:29.704032Z,7180.799114754771,8.23e-05,98.6289,101.4349,258.6924,
2020-01-16T14:47:28.928256Z,7180.799081201263,8.24e-05,98.6289,101.5126,258.6147,
2020-01-16T19:50:26.601792Z,7180.799104688718,8.23e-05,98.6288,101.5207,258.6066,
2020-01-17T04:15:22.722048Z,7180.798990606796,8.21e-05,98.6288,101.9705,258.1568,
2020-01-17T05:56:21.946272Z,7180.798963763991,8.21e-05,98.6288,102.1276,257.9997,
2020-01-17T10:59:19.618944Z,7180.798963763991,8.25e-05,98.6288,102.4111,257.7162,
2020-01-17T12:40:18.843168Z,7180.798920144435,8.26e-05,98.6288,102.5545,257.5728,
2020-01-17T19:24:15.739200Z,7180.7988563927765,8.25e-05,98.6287,102.6765,257.4508,
2020-01-18T03:49:11.859456Z,7180.798742310864,8.23e-05,98.6287,103.1384,256.9888,
2020-01-18T13:55:07.203936Z,7180.798645005708,8.27e-05,98.6286,103.6311,256.4962,
2020-01-18T18:58:04.876608Z,7180.798634939657,8.28e-05,98.6286,103.6309,256.4964,
2020-01-19T03:23:00.998592Z,7180.798564477303,8.3e-05,98.6285,104.0814,256.0458,
2020-01-19T05:04:00.222816Z,7180.798530923803,8.31e-05,98.6285,104.1089,256.0183,
2020-01-19T11:47:57.120576Z,7180.798530923803,8.37e-05,98.6285,104.3286,255.7988,
2020-01-19T13:28:56.344800Z,7180.798510791704,8.37e-05,98.6285,104.4464,255.6809,
2020-01-19T20:12:53.243424Z,7180.798608096856,8.36e-05,98.6284,104.4647,255.6626,
2020-01-20T11:21:46.263168Z,7180.798581254055,8.43e-05,98.6283,105.1532,254.9741,
2020-01-20T14:43:44.711616Z,7180.798551055904,8.44e-05,98.6283,105.3335,254.7939,
2020-01-20T19:46:42.384288Z,7180.798587964755,8.43e-05,98.6283,105.2918,254.8356,
2020-01-20T21:27:41.608512Z,7180.798591320105,8.43e-05,98.6283,105.4018,254.7256,
2020-01-21T04:11:38.503680Z,7180.798497370303,8.41e-05,98.6282,105.7857,254.3416,
2020-01-21T10:55:35.400576Z,7180.798497370303,8.46e-05,98.6282,106.1348,253.9926,
2020-01-21T14:17:33.847296Z,7180.798413486554,8.47e-05,98.6282,106.4406,253.6868,
2020-01-21T19:20:31.519104Z,7180.798396709804,8.47e-05,98.6281,106.424,253.7034,
2020-01-22T03:45:27.637632Z,7180.798232297666,8.46e-05,98.628,106.8653,253.262,
2020-01-22T10:29:24.533664Z,7180.798198744168,8.51e-05,98.628,107.0452,253.0822,
2020-01-22T13:51:22.981248Z,7180.798128281826,8.53e-05,98.628,107.2118,252.9156,
2020-01-22T18:54:20.652192Z,7180.79810143903,8.54e-05,98.6279,107.1054,253.022,
2020-01-23T03:19:16.770720Z,7180.797970580401,8.55e-05,98.6278,107.4745,252.6529,
2020-01-23T10:03:13.666752Z,7180.797953803654,8.61e-05,98.6278,107.6883,252.4392,
2020-01-23T11:44:12.890976Z,7180.797940382257,8.62e-05,98.6278,107.7202,252.4073,
2020-01-23T13:25:12.114336Z,7180.797893407366,8.63e-05,98.6278,107.7955,252.332,
2020-01-23T18:28:09.785280Z,7180.797893407366,8.64e-05,98.6277,107.765,252.3625,
2020-01-24T04:34:05.127168Z,7180.797829655731,8.67e-05,98.6276,108.1689,251.9585,
2020-01-24T11:18:02.021472Z,7180.7978162343325,8.73e-05,98.6276,108.4124,251.7152,
2020-01-24T12:59:01.244832Z,7180.797812878983,8.74e-05,98.6276,108.5584,251.5691,
2020-01-24T19:42:58.138272Z,7180.797796102239,8.76e-05,98.6275,108.5566,251.571,
2020-01-25T04:07:54.252480Z,7180.797682020369,8.76e-05,98.6274,108.9774,251.1501,
2020-01-25T10:51:51.144192Z,7180.797635045482,8.81e-05,98.6274,109.2469,250.8807,
2020-01-25T12:32:50.366688Z,7180.797614913387,8.83e-05,98.6274,109.3807,250.7469,
2020-01-25T19:16:47.257536Z,7180.797527674316,8.84e-05,98.6273,109.3784,250.7492,
2020-01-26T03:41:43.371744Z,7180.797416947805,8.84e-05,98.6272,109.7161,250.4115,
2020-01-26T10:25:40.262592Z,7180.797349840831,8.9e-05,98.6272,109.9145,250.2131,
2020-01-26T20:31:35.598432Z,7180.797242469675,8.95e-05,98.6271,109.9284,250.1993,
2020-01-26T22:12:34.820928Z,7180.797212271539,8.97e-05,98.6271,110.0175,250.1102,
2020-01-27T03:15:32.488416Z,7180.797118321783,8.99e-05,98.627,110.1637,249.964,
2020-01-27T04:56:31.710912Z,7180.797064636209,8.99e-05,98.627,110.2128,249.9149,
2020-01-27T11:40:28.600896Z,7180.79702101668,9.05e-05,98.627,110.3495,249.7782,
2020-01-27T21:46:23.935008Z,7180.796960620413,9.09e-05,98.6269,110.4382,249.6896,
2020-01-28T04:30:20.823264Z,7180.796843183227,9.1e-05,98.6268,110.6773,249.4505,
2020-01-28T11:14:17.711520Z,7180.796833117182,9.17e-05,98.6268,110.8862,249.2417,
2020-01-28T12:55:16.934016Z,7180.796799563703,9.18e-05,98.6268,110.9664,249.1615,
2020-01-28T19:39:13.821408Z,7180.796826406487,9.19e-05,98.6267,111.0269,249.101,
2020-01-28T21:20:13.043040Z,7180.796836472531,9.19e-05,98.6267,111.109,249.0188,
2020-01-29T04:04:09.929568Z,7180.796762654874,9.2e-05,98.6266,111.4336,248.6942,
2020-01-29T09:07:07.595328Z,7180.796779431615,9.25e-05,98.6266,111.6283,248.4996,
2020-01-29T19:13:02.925120Z,7180.796685481872,9.3e-05,98.6266,111.7753,248.3527,
2020-01-29T20:54:02.146752Z,7180.796682126524,9.31e-05,98.6265,111.8561,248.2718,
2020-01-30T03:37:59.033280Z,7180.796591532134,9.32e-05,98.6265,112.0561,248.0718,
2020-01-30T10:21:55.919808Z,7180.796514359136,9.38e-05,98.6265,112.15,247.978,
2020-01-30T10:21:55.919808Z,7180.796534491222,9.38e-05,98.6265,112.0968,248.0312,
2020-01-31T09:55:45.020928Z,7180.796209022511,9.54e-05,98.6264,112.3344,247.7937,
2020-01-31T11:36:44.241696Z,7180.796168758344,9.55e-05,98.6264,112.382,247.7462,
2020-01-31T13:17:43.463328Z,7180.796118428136,9.56e-05,98.6264,112.4451,247.6831,
2020-01-31T18:20:41.126496Z,7180.796068097929,9.59e-05,98.6263,112.3372,247.791,
2020-01-31T18:20:41.126496Z,7180.796068097929,9.59e-05,98.6263,112.3372,247.791,
2020-02-01T04:26:36.452832Z,7180.795974148209,9.64e-05,98.6262,112.6282,247.5,
2020-02-01T11:10:33.337632Z,7180.795930528699,9.72e-05,98.6262,112.7375,247.3908,
2020-02-01T12:51:32.558400Z,7180.795923818003,9.72e-05,98.6262,112.8166,247.3117,
2020-02-01T19:35:29.444064Z,7180.795984214251,9.75e-05,98.6262,112.7522,247.3762,
2020-02-02T04:00:25.547040Z,7180.795907041267,9.74e-05,98.6261,113.0777,247.0506,
2020-02-02T10:44:22.431840Z,7180.795923818003,9.81e-05,98.6261,113.2255,246.9029,
2020-02-02T14:06:20.873376Z,7180.795893619881,9.83e-05,98.6261,113.3327,246.7956,
2020-02-02T19:09:18.536544Z,7180.7959473054325,9.84e-05,98.626,113.2075,246.9209,
2020-02-03T00:12:16.199712Z,7180.795913751963,9.86e-05,98.626,113.4458,246.6826,
2020-02-03T08:37:12.305280Z,7180.795823157596,9.93e-05,98.626,113.4311,246.6974,
2020-02-03T23:46:05.294784Z,7180.795705720457,0.0001007,98.6259,113.4876,246.641,
2020-02-04T03:08:03.737184Z,7180.795645324215,0.0001008,98.6258,113.4886,246.6401,
2020-02-04T11:32:59.841888Z,7180.795564795897,0.0001017,98.6258,113.5135,246.6152,
2020-02-04T13:13:59.062656Z,7180.795514465699,0.0001018,98.6258,113.5553,246.5735,
2020-02-04T18:16:56.725824Z,7180.795504399659,0.0001019,98.6257,113.462,246.6667,
2020-02-05T02:41:52.827936Z,7180.795403739265,0.000102,98.6256,113.764,246.3647,
2020-02-05T06:03:51.269472Z,7180.795339987686,0.0001022,98.6256,113.6675,246.4613,
2020-02-05T11:06:48.930048Z,7180.795286302145,0.0001028,98.6256,113.6933,246.4355,
2020-02-05T19:31:45.032160Z,7180.7952661700665,0.0001031,98.6255,113.7416,246.3872,
2020-02-06T03:56:41.133408Z,7180.795152088296,0.0001034,98.6254,113.9995,246.1293,
2020-02-06T07:18:39.574080Z,7180.795131956221,0.0001037,98.6254,114.0037,246.1252,
2020-02-06T14:02:36.455424Z,7180.795064849301,0.0001043,98.6254,114.1033,246.0257,
2020-02-06T19:05:34.116864Z,7180.795084981376,0.0001045,98.6253,113.9959,246.1331,
2020-02-06T20:46:33.336768Z,7180.795111824145,0.0001045,98.6253,114.0028,246.1262,
2020-02-07T03:30:30.218112Z,7180.79499774238,0.0001048,98.6252,114.0565,246.0725,
2020-02-07T11:55:26.321952Z,7180.794994387036,0.0001061,98.6252,114.0355,246.0936,
2020-02-07T13:36:25.541856Z,7180.794980965651,0.0001062,98.6252,114.0721,246.0571,
2020-02-07T18:39:23.203296Z,7180.794964188923,0.0001065,98.6251,113.8929,246.2363,
2020-02-08T01:23:20.083776Z,7180.794900437352,0.0001069,98.625,114.0528,246.0764,
2020-02-08T11:29:15.404064Z,7180.794759512832,0.0001078,98.625,113.8725,246.2569,
2020-02-08T18:13:12.283680Z,7180.794648786428,0.0001083,98.6249,113.7848,246.3446,
2020-02-08T21:35:10.722624Z,7180.7946521417725,0.0001084,98.6249,113.7856,246.3438,
2020-02-09T04:19:07.598784Z,7180.794464242429,0.0001085,98.6248,113.9076,246.2219,
2020-02-09T11:03:04.476672Z,7180.794390424836,0.0001092,98.6248,113.8839,246.2456,
2020-02-09T19:28:00.571872Z,7180.794316607242,0.0001095,98.6247,113.8759,246.2537,
2020-02-10T02:11:57.446304Z,7180.7941790380955,0.0001096,98.6246,114.1221,246.0074,
2020-02-10T12:17:52.759680Z,7180.794054890333,0.0001104,98.6246,114.0632,246.0664,
2020-02-10T19:01:49.635840Z,7180.794088443782,0.0001107,98.6245,113.9551,246.1745,
2020-02-10T20:42:48.854880Z,7180.7940951544715,0.0001107,98.6245,113.9439,246.1857,
2020-02-11T03:26:45.729312Z,7180.793981072749,0.0001109,98.6244,114.0036,246.126,
2020-02-11T11:51:41.825376Z,7180.793954229991,0.000112,98.6244,113.8941,246.2357,
2020-02-11T13:32:41.044416Z,7180.793930742579,0.000112,98.6244,113.8988,246.231,
2020-02-11T15:13:40.263456Z,7180.79391061051,0.0001122,98.6244,113.8648,246.265,
2020-02-11T23:38:36.357792Z,7180.793971006715,0.0001125,98.6243,113.7428,246.3871,
2020-02-12T11:25:30.888480Z,7180.7938770570645,0.0001137,98.6242,113.6791,246.4509,
2020-02-12T19:50:26.980224Z,7180.793823371551,0.0001142,98.6241,113.5427,246.5874,
2020-02-12T21:31:26.198400Z,7180.793823371551,0.0001144,98.6241,113.6401,246.49,
2020-02-13T04:15:23.070240Z,7180.793695868461,0.0001145,98.6241,113.6979,246.4322,
2020-02-13T10:59:19.942944Z,7180.793645538297,0.0001151,98.624,113.6618,246.4683,
2020-02-13T12:40:19.160256Z,7180.793608629507,0.0001152,98.624,113.7113,246.4188,
2020-02-13T19:24:16.032960Z,7180.793575076066,0.0001156,98.624,113.5734,246.5568,
2020-02-13T21:05:15.251136Z,7180.793581786755,0.0001157,98.6239,113.567,246.5632,
2020-02-14T03:49:12.122112Z,7180.7934643497065,0.000116,98.6239,113.6968,246.4334,
2020-02-14T12:14:08.210400Z,7180.793330135946,0.0001166,98.6239,113.6418,246.4885,
2020-02-14T13:55:07.428576Z,7180.793303293193,0.0001167,98.6238,113.622,246.5083,
2020-02-14T18:58:05.082240Z,7180.793313359225,0.000117,98.6238,113.4695,246.6609,
2020-02-14T20:39:04.300416Z,7180.793296582506,0.000117,98.6238,113.4409,246.6895,
2020-02-15T03:23:01.171392Z,7180.793199277534,0.0001173,98.6237,113.444,246.6864,
2020-02-15T11:47:57.263136Z,7180.7931590134085,0.0001183,98.6237,113.3326,246.7979,
2020-02-15T18:31:54.135840Z,7180.7932194095965,0.0001184,98.6236,113.1147,247.0159,
2020-02-15T20:12:53.354016Z,7180.793239541659,0.0001186,98.6236,113.0903,247.0403,
2020-02-16T04:37:49.444032Z,7180.793185856158,0.0001191,98.6235,113.1075,247.0231,
2020-02-16T13:02:45.535776Z,7180.793216054253,0.0001202,98.6235,113.0442,247.0865,
2020-02-16T18:05:43.190304Z,7180.793279805786,0.0001205,98.6234,113.0089,247.1218,
2020-02-16T21:27:41.625792Z,7180.79329993785,0.0001205,98.6234,113.0812,247.0495,
2020-02-17T04:11:38.495904Z,7180.7932059882205,0.0001204,98.6233,112.979,247.1517,
2020-02-17T10:55:35.366880Z,7180.793192566846,0.000121,98.6233,112.8958,247.235,
2020-02-17T14:17:33.802368Z,7180.793138881345,0.0001213,98.6233,112.9448,247.1861,
2020-02-17T19:20:31.455168Z,7180.79316907944,0.0001212,98.6232,112.8589,247.272,
2020-02-18T00:23:29.107968Z,7180.7930650637845,0.0001216,98.6232,112.8782,247.2526,
2020-02-18T10:29:24.412704Z,7180.792867098516,0.0001223,98.6231,112.8035,247.3275,
2020-02-18T17:13:21.283680Z,7180.792756372184,0.0001228,98.6231,112.6691,247.462,
2020-02-18T22:16:18.934752Z,7180.792662422574,0.0001231,98.623,112.5454,247.5857,
2020-02-19T03:19:16.586688Z,7180.792511432134,0.0001234,98.623,112.5218,247.6093,
2020-02-19T11:44:12.676704Z,7180.792501366106,0.000124,98.6229,112.1948,247.9364,
2020-02-19T13:25:11.894016Z,7180.792451035961,0.0001241,98.6229,112.171,247.9603,
2020-02-19T20:09:08.765856Z,7180.792632224484,0.0001241,98.6229,111.9002,248.231,
2020-02-19T21:50:07.984032Z,7180.792642290515,0.0001241,98.6228,111.8935,248.2377,
2020-02-20T04:34:04.853280Z,7180.792541630221,0.0001244,98.6228,111.8435,248.2878,
2020-02-20T09:37:02.506944Z,7180.79258524968,0.0001249,98.6227,111.7344,248.3969,
2020-02-20T12:59:00.941568Z,7180.792558406936,0.0001251,98.6227,111.7395,248.3919,
2020-02-20T18:01:58.595232Z,7180.792561762279,0.000125,98.6227,111.2764,248.855,
2020-02-20T19:42:57.812544Z,7180.792561762279,0.0001251,98.6226,111.2574,248.874,
2020-02-20T21:23:57.029856Z,7180.792575183652,0.0001251,98.6226,111.2113,248.9201,
2020-02-21T04:07:53.895648Z,7180.792387284447,0.0001249,98.6226,111.241,248.8904,
2020-02-21T10:51:50.764032Z,7180.792353731015,0.0001255,98.6225,111.129,249.0024,
2020-02-21T14:13:49.197792Z,7180.792263136761,0.0001257,98.6225,111.0807,249.0508,
2020-02-21T19:16:46.848000Z,7180.792253070735,0.0001258,98.6224,110.9003,249.2312,
2020-02-21T20:57:46.065312Z,7180.7922597814195,0.0001261,98.6224,111.089,249.0425,
2020-02-22T03:41:42.932832Z,7180.792125567714,0.0001264,98.6224,110.8977,249.2339,
2020-02-22T10:25:39.800352Z,7180.792061816205,0.0001272,98.6223,110.7827,249.349,
2020-02-22T12:06:39.016800Z,7180.792024907439,0.0001273,98.6223,110.733,249.3987,
2020-02-22T22:12:34.316352Z,7180.791917536483,0.0001282,98.6222,110.5086,249.6233,
2020-02-23T03:15:31.966560Z,7180.791820231557,0.0001284,98.6221,110.4219,249.7099,
2020-02-23T11:40:28.048800Z,7180.791702794582,0.0001291,98.6221,110.294,249.8379,
2020-02-23T13:21:27.265248Z,7180.791665885821,0.0001292,98.6221,110.3051,249.8269,
2020-02-23T18:24:24.914592Z,7180.791689373213,0.0001292,98.622,110.1848,249.9471,
2020-02-23T21:46:23.347488Z,7180.791672596504,0.0001294,98.622,110.1407,249.9913,
2020-02-24T04:30:20.210688Z,7180.791535027484,0.0001296,98.6219,110.1142,250.0178,
2020-02-24T06:11:19.426272Z,7180.79149140804,0.0001296,98.6219,110.09,250.042,
2020-02-24T11:14:17.073888Z,7180.791427656547,0.0001301,98.6218,110.1201,250.0119,
2020-02-24T17:58:13.937088Z,7180.791410879839,0.0001299,98.6218,109.8528,250.2793,
2020-02-24T21:20:12.368256Z,7180.791441077914,0.0001299,98.6217,109.8283,250.3038,
2020-02-25T04:04:09.229728Z,7180.791293442879,0.0001299,98.6217,109.8469,250.2851,
2020-02-25T10:48:06.092928Z,7180.791290087538,0.0001305,98.6216,109.7084,250.4238,
2020-02-25T14:10:04.523232Z,7180.791239757414,0.0001306,98.6216,109.6987,250.4334,
2020-02-25T19:13:02.170848Z,7180.791276666171,0.0001305,98.6216,109.4363,250.6959,
2020-02-26T03:37:58.246176Z,7180.791078701027,0.0001309,98.6215,109.4892,250.643,
2020-02-26T13:43:53.540544Z,7180.791031726248,0.0001319,98.6214,109.2313,250.9011,
2020-02-26T18:46:51.186432Z,7180.791021660224,0.0001321,98.6214,109.0041,251.1282,
2020-02-27T03:11:47.261760Z,7180.790860603847,0.0001325,98.6213,108.8919,251.2405,
2020-02-27T16:39:40.982976Z,7180.79066263873,0.0001333,98.6212,108.5422,251.5903,
2020-02-27T20:01:39.412416Z,7180.790679415433,0.0001335,98.6212,108.4945,251.6381,
2020-02-28T11:10:32.343168Z,7180.790454607606,0.0001341,98.6211,108.2567,251.876,
2020-02-28T19:35:28.415904Z,7180.790494871692,0.000134,98.621,108.1328,251.9999,
2020-02-29T04:00:24.486912Z,7180.790374079432,0.0001339,98.621,108.2041,251.9285,
2020-02-29T10:44:21.345792Z,7180.790400922156,0.0001346,98.6209,108.0369,252.0958,
2020-02-29T19:09:17.417664Z,7180.790454607606,0.0001348,98.6209,107.904,252.2288,
2020-02-29T20:50:16.632384Z,7180.790468028967,0.0001348,98.6209,107.8844,252.2484,
2020-03-01T03:34:13.489536Z,7180.790340526028,0.0001351,98.6208,107.8258,252.307,
2020-03-01T11:59:09.563136Z,7180.790320393984,0.0001358,98.6208,107.569,252.5639,
2020-03-01T18:43:06.422016Z,7180.790310327962,0.000136,98.6207,107.3726,252.7603,
2020-03-01T22:05:04.849728Z,7180.790216378432,0.0001366,98.6207,107.3624,252.7706,
2020-03-02T03:08:02.492160Z,7180.790082164822,0.0001367,98.6207,107.254,252.879,
2020-03-02T11:32:58.564896Z,7180.789998281318,0.0001374,98.6206,106.9432,253.1899,
2020-03-02T18:16:55.422048Z,7180.790031834721,0.0001371,98.6206,106.7641,253.369,
2020-03-02T19:57:54.635904Z,7180.7900284793795,0.0001372,98.6205,106.7435,253.3896,
2020-03-03T11:06:47.560608Z,7180.78983051432,0.0001377,98.6204,106.5444,253.5887,
2020-03-03T12:47:46.774464Z,7180.7898204483,0.0001376,98.6204,106.5387,253.5945,
2020-03-03T19:31:43.630752Z,7180.789877489079,0.0001375,98.6204,106.3696,253.7635,
2020-03-03T21:12:42.843744Z,7180.789877489079,0.0001375,98.6204,106.3297,253.8035,
2020-03-04T08:59:37.339872Z,7180.789686234709,0.0001377,98.6203,106.1469,253.9863,
2020-03-04T17:24:33.409152Z,7180.7896795240285,0.0001379,98.6202,105.9649,254.1683,
2020-03-05T08:33:26.334720Z,7180.789498335691,0.000139,98.6201,105.6727,254.4607,
2020-03-05T15:17:23.191872Z,7180.789505046369,0.0001394,98.62,105.5102,254.6232,
2020-03-06T03:04:17.688000Z,7180.789427873562,0.00014,98.6199,105.2295,254.9041,
2020-03-06T11:29:13.758144Z,7180.789370832792,0.0001407,98.6198,104.9875,255.1462,
2020-03-06T19:54:09.826560Z,7180.789404386186,0.0001404,98.6197,104.7331,255.4005,
2020-03-07T04:19:05.891520Z,7180.78920306583,0.0001402,98.6197,104.6799,255.4537,
2020-03-07T07:41:04.317504Z,7180.7891762231175,0.0001403,98.6197,104.5422,255.5914,
2020-03-07T11:03:02.745216Z,7180.789159446423,0.0001405,98.6196,104.3898,255.7438,
2020-03-07T21:08:58.024032Z,7180.789182933795,0.0001405,98.6195,104.3838,255.7498,
2020-03-08T03:52:54.873408Z,7180.788964836763,0.00014,98.6195,104.1273,256.0063,
2020-03-08T10:36:51.726240Z,7180.7888977299845,0.0001404,98.6194,103.9007,256.233,
2020-03-08T19:01:47.791200Z,7180.788901085323,0.0001405,98.6193,103.6365,256.4972,
2020-03-08T20:42:47.004192Z,7180.788891019307,0.0001406,98.6193,103.6232,256.5105,
2020-03-09T11:51:39.920256Z,7180.788666211617,0.0001415,98.6192,103.1979,256.9359,
2020-03-09T13:32:39.133248Z,7180.788666211617,0.0001414,98.6192,103.2102,256.9236,
2020-03-09T15:13:38.346240Z,7180.788642724248,0.0001415,98.6192,103.1404,256.9934,
2020-03-10T03:00:32.833728Z,7180.788518576727,0.0001417,98.6191,102.8901,257.2438,
2020-03-10T11:25:28.896960Z,7180.788441403946,0.0001423,98.619,102.5437,257.5902,
2020-03-10T18:09:25.746336Z,7180.788485023344,0.000142,98.619,102.3964,257.7376,
2020-03-10T19:50:24.958464Z,7180.788474957329,0.000142,98.6189,102.3769,257.7571,
2020-03-13T18:31:52.796640Z,7180.811066538918,0.0001436,98.6348,99.236,260.8982,
2020-03-13T21:53:51.274464Z,7180.811073249647,0.0001438,98.6348,99.298,260.8363,
2020-03-14T04:37:48.230976Z,7180.810959167248,0.0001439,98.6347,99.1284,261.0059,
2020-03-14T11:21:45.187488Z,7180.811100092564,0.0001434,98.6347,99.044,261.0903,
2020-03-14T21:27:40.620960Z,7180.811069894282,0.0001432,98.6346,98.7842,261.3501,
2020-03-14T23:08:39.859872Z,7180.811049762094,0.0001431,98.6346,98.7903,261.344,
2020-03-15T17:39:31.483584Z,7180.8108316634,0.0001426,98.6345,98.3997,261.7345,
2020-03-15T21:01:29.961408Z,7180.81085515095,0.0001426,98.6344,98.5378,261.5964,
2020-03-16T03:45:26.913600Z,7180.810657184455,0.0001421,98.6344,98.3053,261.8288,
2020-03-16T05:26:26.152512Z,7180.810640407633,0.0001421,98.6344,98.249,261.8852,
2020-03-16T10:29:23.870112Z,7180.81065382909,0.0001426,98.6343,98.0494,262.0849,
2020-03-16T18:54:20.063808Z,7180.81066053982,0.0001424,98.6343,97.886,262.2482,
2020-03-16T20:35:19.302720Z,7180.810663895182,0.0001424,98.6342,97.9462,262.188,
